variable,est,lo,hi,method,adj,miss_data,weight,var,seed,size
bmi,0.19987450072092,0.193816298268406,0.205932703173434,Full,Unadjusted,,,,100,10000
bmi,0.189459099262614,0.183648598876213,0.195269599649016,Full,Adjusted,,,,100,10000
bmi,0.0455688829179326,0.0235645524335048,0.06757321340236,Complete case,Unadjusted,MCAR,Unweighted,,100,10000
bmi,0.0483885337224097,0.0279912579193266,0.0687858095254928,Imputed,Unadjusted,MCAR,Unweighted,,100,10000
bmi,0.0427117951292251,0.0205694737886895,0.0648541164697608,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,100,10000
bmi,0.184228708481603,0.137070590318629,0.231386826644578,Complete case,Unadjusted,MCAR,Weighted,0.000578732045059662,100,10000
bmi,0.147841396560938,0.0411311345082156,0.254551658613661,Imputed,Unadjusted,MCAR,Weighted,0.00296425929806092,100,10000
bmi,0.142914812135455,0.0548659477996156,0.230963676471295,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.00201814020992949,100,10000
bmi,0.0635404372226774,0.0416653305127945,0.0854155439325602,Complete case,Adjusted,MCAR,Unweighted,,100,10000
bmi,0.0669437778652782,0.0470397633497072,0.0868477923808493,Imputed,Adjusted,MCAR,Unweighted,,100,10000
bmi,0.0611457938468965,0.0401153196486617,0.0821762680451313,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,100,10000
bmi,0.180960317563985,0.142109490739097,0.219811144388873,Complete case,Adjusted,MCAR,Weighted,0.000392794190450458,100,10000
bmi,0.155801263879563,0.0665730060133003,0.245029521745826,Imputed,Adjusted,MCAR,Weighted,0.00207256731712399,100,10000
bmi,0.151893032347106,0.08253566504374,0.221250399650472,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.00125224416654942,100,10000
bmi,0.0371719844182329,0.0159013868503048,0.058442581986161,Complete case,Unadjusted,MAR,Unweighted,,100,10000
bmi,0.00120075378774216,-0.020850698847673,0.0232522064231574,Imputed,Unadjusted,MAR,Unweighted,,100,10000
bmi,0.00122254267354108,-0.0461125138692058,0.048557599216288,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,100,10000
bmi,0.157485264999853,0.0825408560672561,0.232429673932449,Complete case,Unadjusted,MAR,Weighted,0.00146154472409853,100,10000
bmi,0.201916079106674,0.132387187685318,0.271444970528031,Imputed,Unadjusted,MAR,Weighted,0.0012584455458016,100,10000
bmi,0.201117924768453,0.128679933197589,0.273555916339317,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.00136595571311433,100,10000
bmi,0.0213690444368338,0.000415892845115634,0.0423221960285519,Complete case,Adjusted,MAR,Unweighted,,100,10000
bmi,0.0224893070629677,0.000649000131015824,0.0443296139949195,Imputed,Adjusted,MAR,Unweighted,,100,10000
bmi,0.0218747836691537,-0.0267447918152944,0.0704943591536018,Imputed w/ PRS,Adjusted,MAR,Unweighted,,100,10000
bmi,0.157855536942602,0.0917090655850684,0.224002008300135,Complete case,Adjusted,MAR,Weighted,0.0011385363066879,100,10000
bmi,0.188763871667305,0.137833757624681,0.239693985709929,Imputed,Adjusted,MAR,Weighted,0.000675232154623494,100,10000
bmi,0.187673360616487,0.133285835235053,0.24206088599792,Imputed w/ PRS,Adjusted,MAR,Weighted,0.000770020727849836,100,10000
bmi,-0.0374756472260725,-0.060096919123685,-0.01485437532846,Complete case,Unadjusted,MNAR,Unweighted,,100,10000
bmi,-0.14134488097765,-0.162953163570617,-0.119736598384683,Imputed,Unadjusted,MNAR,Unweighted,,100,10000
bmi,-0.11514922197874,-0.142904787600523,-0.0873936563569575,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,,100,10000
bmi,0.0978979631647477,0.0224894626278842,0.173306463701611,Complete case,Unadjusted,MNAR,Weighted,0.001479659637855,100,10000
bmi,0.0770090698680264,0.00650712097345389,0.147511018762599,Imputed,Unadjusted,MNAR,Weighted,0.00129391593921467,100,10000
bmi,0.0978834973656147,0.026279742524167,0.169487252207063,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.00133467465010278,100,10000
bmi,-0.0759315545590092,-0.0986936089302291,-0.0531695001877893,Complete case,Adjusted,MNAR,Unweighted,,100,10000
bmi,-0.117039166998441,-0.14129915947805,-0.0927791745188333,Imputed,Adjusted,MNAR,Unweighted,,100,10000
bmi,-0.0872845663537443,-0.116716535581733,-0.0578525971257557,Imputed w/ PRS,Adjusted,MNAR,Unweighted,,100,10000
bmi,0.105438105580021,0.031445713174505,0.179430497985537,Complete case,Adjusted,MNAR,Weighted,0.00142460750973333,100,10000
bmi,0.106856498274431,0.0459359521133749,0.167777044435486,Imputed,Adjusted,MNAR,Weighted,0.000966120715538666,100,10000
bmi,0.12399871968997,0.0638780141595071,0.184119425220433,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.000940918386007202,100,10000
