variable,est,lo,hi,method,adj,miss_data,weight,var,seed,size
bmi,0.20243170215378,0.196335561746611,0.208527842560949,Full,Unadjusted,,,,1,1000
bmi,0.194137574100642,0.188282405215905,0.199992742985379,Full,Adjusted,,,,1,1000
bmi,0.0499441443671239,-0.015868901033003,0.115757189767251,Complete case,Unadjusted,MCAR,Unweighted,,1,1000
bmi,0.0574031950300316,-0.014001656678374,0.128808046738437,Imputed,Unadjusted,MCAR,Unweighted,,1,1000
bmi,0.0573879522333936,-0.0111711563310557,0.125947060797843,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,1,1000
bmi,0.190278662168245,0.101531437433297,0.279025886903193,Complete case,Unadjusted,MCAR,Weighted,0.00204351570517777,1,1000
bmi,0.170460836577225,0.0611763052041676,0.279745367950282,Imputed,Unadjusted,MCAR,Weighted,0.00310900346844555,1,1000
bmi,0.186893041131829,0.0939275273014037,0.279858554962255,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.00224981892691313,1,1000
bmi,0.0737306948002083,0.00809399571078532,0.139367393889631,Complete case,Adjusted,MCAR,Unweighted,,1,1000
bmi,0.0837080310935772,0.0115019959920834,0.155914066195071,Imputed,Adjusted,MCAR,Unweighted,,1,1000
bmi,0.0841101851867791,0.017790583720205,0.150429786653353,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,1,1000
bmi,0.20053109360411,0.113715792422084,0.287346394786136,Complete case,Adjusted,MCAR,Weighted,0.00195547869305388,1,1000
bmi,0.188897108410792,0.0766430395871352,0.301151177234448,Imputed,Adjusted,MCAR,Weighted,0.00328025798417625,1,1000
bmi,0.205899510217641,0.111281657579,0.300517362856282,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.00233050475244452,1,1000
bmi,0.0700271319918294,0.00398666503451134,0.136067598949147,Complete case,Unadjusted,MAR,Unweighted,,1,1000
bmi,0.0467314542285531,-0.0449614708832906,0.138424379340397,Imputed,Unadjusted,MAR,Unweighted,,1,1000
bmi,0.0342583223920911,-0.0573634160395019,0.125880060823684,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,1,1000
bmi,0.162982620566655,0.0745593732498341,0.251405867883475,Complete case,Unadjusted,MAR,Weighted,0.00202699693378004,1,1000
bmi,0.216154592488745,0.120225638246614,0.312083546730876,Imputed,Unadjusted,MAR,Weighted,0.00239553895838095,1,1000
bmi,0.207576234667198,0.114231457681061,0.300921011653336,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.00226821314435365,1,1000
bmi,0.0548628555941778,-0.0109599852998609,0.120685696488217,Complete case,Adjusted,MAR,Unweighted,,1,1000
bmi,0.063714195183897,-0.0205215635993087,0.147949953967103,Imputed,Adjusted,MAR,Unweighted,,1,1000
bmi,0.0581801811535149,-0.0314921944238923,0.147852556730922,Imputed w/ PRS,Adjusted,MAR,Unweighted,,1,1000
bmi,0.174365763284059,0.0821849202652208,0.266546606302897,Complete case,Adjusted,MAR,Weighted,0.00220287236751452,1,1000
bmi,0.216024265888443,0.123435982826224,0.308612548950663,Imputed,Adjusted,MAR,Weighted,0.00223159756762943,1,1000
bmi,0.215700553141979,0.123291820050544,0.308109286233413,Imputed w/ PRS,Adjusted,MAR,Weighted,0.00222295079816083,1,1000
bmi,-0.0771343851522296,-0.145909043069098,-0.00835972723536091,Complete case,Unadjusted,MNAR,Unweighted,,1,1000
