variable,est,lo,hi,method,adj,miss_data,weight,var,seed,size
bmi,0.20243170215378,0.196335561746611,0.208527842560949,Full,Unadjusted,,,,1,2500
bmi,0.194137574100642,0.188282405215905,0.199992742985379,Full,Adjusted,,,,1,2500
bmi,0.0529451548714781,0.0101139854528429,0.0957763242901148,Complete case,Unadjusted,MCAR,Unweighted,,1,2500
bmi,0.0580614089876939,-0.0030108785923252,0.119133696567713,Imputed,Unadjusted,MCAR,Unweighted,,1,2500
bmi,0.0460978762994635,0.00306723583692047,0.0891285167620066,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,1,2500
bmi,0.268932176158107,0.13866792259236,0.399196429723854,Complete case,Unadjusted,MCAR,Weighted,0.00441161209157753,1,2500
bmi,0.232974465571887,0.111369913092837,0.354579018050936,Imputed,Unadjusted,MCAR,Weighted,0.00384949256880434,1,2500
bmi,0.228954956645661,0.101056901374578,0.356853011916744,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.00425825534143542,1,2500
bmi,0.0663485804546156,0.0236883425027926,0.109008818406439,Complete case,Adjusted,MCAR,Unweighted,,1,2500
bmi,0.0731232249529815,0.0120588484296204,0.134187601476343,Imputed,Adjusted,MCAR,Unweighted,,1,2500
bmi,0.0617326239862558,0.0209399498077708,0.102525298164741,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,1,2500
bmi,0.250800146624162,0.141470408597513,0.36012988465081,Complete case,Adjusted,MCAR,Weighted,0.00310757944274423,1,2500
bmi,0.219359968571253,0.116397394668118,0.322322542474389,Imputed,Adjusted,MCAR,Weighted,0.00275970461212521,1,2500
bmi,0.216467030420071,0.111006838341808,0.321927222498334,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.00289521575846918,1,2500
bmi,0.0412068194972491,-0.000983521846829088,0.0833971608413273,Complete case,Unadjusted,MAR,Unweighted,,1,2500
bmi,0.0241200486871836,-0.0321323971267951,0.0803724945011623,Imputed,Unadjusted,MAR,Unweighted,,1,2500
bmi,0.0344074334358994,-0.0186214006837025,0.0874362675555014,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,1,2500
bmi,0.201795327563978,0.0829362002892277,0.320654454838728,Complete case,Unadjusted,MAR,Weighted,0.00367186622705119,1,2500
bmi,0.260823567558755,0.147556063710863,0.374091071406648,Imputed,Unadjusted,MAR,Weighted,0.00333975399106692,1,2500
bmi,0.265592721405053,0.153482035747987,0.377703407062119,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.00327188352789016,1,2500
