variable,est,lo,hi,method,adj,miss_data,weight,var,seed,size
bmi,0.20243170215378,0.196335561746611,0.208527842560949,Full,Unadjusted,,,,1,10000
bmi,0.194137574100642,0.188282405215905,0.199992742985379,Full,Adjusted,,,,1,10000
bmi,0.0418917524642299,0.0200229650293677,0.0637605398990921,Complete case,Unadjusted,MCAR,Unweighted,,1,10000
bmi,0.0408008003981239,0.0193305644166426,0.0622710363796052,Imputed,Unadjusted,MCAR,Unweighted,,1,10000
bmi,0.0442338589373958,0.0230977854200797,0.065369932454712,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,1,10000
bmi,0.244755438759632,0.183198362540445,0.306312514978819,Complete case,Unadjusted,MCAR,Weighted,0.000986096618061316,1,10000
bmi,0.192749286162782,0.132248764254169,0.253249808071395,Imputed,Unadjusted,MCAR,Weighted,0.000952844562981189,1,10000
bmi,0.200548250045677,0.129141587208764,0.27195491288259,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.0013273372787537,1,10000
bmi,0.0598428416204874,0.0380776957536861,0.0816079874872883,Complete case,Adjusted,MCAR,Unweighted,,1,10000
bmi,0.0582871949497178,0.0373797998858804,0.0791945900135552,Imputed,Adjusted,MCAR,Unweighted,,1,10000
bmi,0.0615851040097479,0.0411911614059232,0.0819790466135727,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,1,10000
bmi,0.238433237756244,0.188462823782925,0.288403651729562,Complete case,Adjusted,MCAR,Weighted,0.000649814385020785,1,10000
bmi,0.195847459663849,0.146356035497989,0.245338883829709,Imputed,Adjusted,MCAR,Weighted,0.000637622627312838,1,10000
bmi,0.203771576058491,0.147404475151417,0.260138676965566,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.000827094656736229,1,10000
bmi,0.0415569039771098,0.020135254346926,0.0629785536072935,Complete case,Unadjusted,MAR,Unweighted,,1,10000
bmi,0.0133069772775918,-0.00789648540783924,0.0345104399630229,Imputed,Unadjusted,MAR,Unweighted,,1,10000
bmi,0.0211650487651885,-0.0113331595418056,0.0536632570721827,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,1,10000
bmi,0.189754857148141,0.131495294954329,0.248014419341953,Complete case,Unadjusted,MAR,Weighted,0.000883215146879338,1,10000
bmi,0.235953450801514,0.180556608526006,0.291350293077023,Imputed,Unadjusted,MAR,Weighted,0.000798865815654658,1,10000
bmi,0.23936090252986,0.183171943962985,0.295549861096734,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.000821875025139395,1,10000
bmi,0.0263273785242028,0.00514121665232512,0.0475135403960808,Complete case,Adjusted,MAR,Unweighted,,1,10000
bmi,0.0307702472390385,0.00868536106691448,0.0528551334111624,Imputed,Adjusted,MAR,Unweighted,,1,10000
bmi,0.0377741776520964,0.00702836732781289,0.0685199879763799,Imputed w/ PRS,Adjusted,MAR,Unweighted,,1,10000
bmi,0.19247671519342,0.139111277904011,0.24584215248283,Complete case,Adjusted,MAR,Weighted,0.000741057842625428,1,10000
bmi,0.222343726235099,0.178114294312876,0.266573158157321,Imputed,Adjusted,MAR,Weighted,0.000509244726931378,1,10000
bmi,0.22485631925264,0.180143252113679,0.269569386391602,Imputed w/ PRS,Adjusted,MAR,Weighted,0.000520442484559033,1,10000
bmi,-0.0463181609626924,-0.0689219697705286,-0.0237143521548561,Complete case,Unadjusted,MNAR,Unweighted,,1,10000
bmi,-0.1402459137855,-0.183961372107812,-0.0965304554631881,Imputed,Unadjusted,MNAR,Unweighted,,1,10000
bmi,-0.119457554530012,-0.164274490816793,-0.0746406182432314,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,,1,10000
bmi,0.119298195598851,0.0552933364584872,0.183303054739215,Complete case,Unadjusted,MNAR,Weighted,0.00106597010280982,1,10000
bmi,0.0829492159234411,0.014961991651764,0.150936440195118,Imputed,Unadjusted,MNAR,Weighted,0.00120325711661074,1,10000
bmi,0.109271529084306,0.0429575184563629,0.175585539712248,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.00114475989743092,1,10000
bmi,-0.0822662718724395,-0.105069328434214,-0.0594632153106652,Complete case,Adjusted,MNAR,Unweighted,,1,10000
bmi,-0.119893316702678,-0.169385557038011,-0.0704010763673439,Imputed,Adjusted,MNAR,Unweighted,,1,10000
bmi,-0.0969518298751409,-0.146205835972448,-0.0476978237778339,Imputed w/ PRS,Adjusted,MNAR,Unweighted,,1,10000
bmi,0.132531235031853,0.0703708929976594,0.194691577066046,Complete case,Adjusted,MNAR,Weighted,0.00100541600192802,1,10000
bmi,0.122993247387748,0.0647357917924259,0.18125070298307,Imputed,Adjusted,MNAR,Weighted,0.000883500589452544,1,10000
bmi,0.140650392053659,0.0847672667300175,0.196533517377301,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.000812952537487708,1,10000
bmi,0.199532120907475,0.193466547656916,0.205597694158035,Full,Unadjusted,,,,2,10000
bmi,0.191317170133823,0.185494935396043,0.197139404871602,Full,Adjusted,,,,2,10000
bmi,0.039335015258882,0.017687604155408,0.0609824263623562,Complete case,Unadjusted,MCAR,Unweighted,,2,10000
bmi,0.0334327627281252,0.0140015820520186,0.0528639434042319,Imputed,Unadjusted,MCAR,Unweighted,,2,10000
bmi,0.0388949552166568,0.0181877128242118,0.0596021976091018,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,2,10000
bmi,0.178226509264501,0.127801757542221,0.228651260986781,Complete case,Unadjusted,MCAR,Weighted,0.000661684389060942,2,10000
bmi,0.134644649692585,0.0879389669497726,0.181350332435398,Imputed,Unadjusted,MCAR,Weighted,0.000567862601759736,2,10000
bmi,0.13364582797891,0.079560363523101,0.187731292434719,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.000761491298472909,2,10000
bmi,0.0574180751560549,0.0359410294347424,0.0788951208773674,Complete case,Adjusted,MCAR,Unweighted,,2,10000
bmi,0.0527354633873782,0.0335859222584534,0.0718850045163031,Imputed,Adjusted,MCAR,Unweighted,,2,10000
bmi,0.057366418519032,0.0360654196242976,0.0786674174137663,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,2,10000
bmi,0.179143797683371,0.13114940145388,0.227138193912862,Complete case,Adjusted,MCAR,Weighted,0.000599438098015579,2,10000
bmi,0.145519220826669,0.101192203340389,0.189846238312949,Imputed,Adjusted,MCAR,Weighted,0.000511494349137367,2,10000
bmi,0.144542602714439,0.09528665395387,0.193798551475008,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.000631569568111471,2,10000
bmi,0.0360032898647469,0.0147484848883193,0.0572580948411744,Complete case,Unadjusted,MAR,Unweighted,,2,10000
bmi,-0.000488801292729161,-0.0222308962171921,0.0212532936317338,Imputed,Unadjusted,MAR,Unweighted,,2,10000
bmi,0.00508799644957829,-0.0172863177686256,0.0274623106677821,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,2,10000
bmi,0.123941753796744,0.0753569101094165,0.172526597484072,Complete case,Unadjusted,MAR,Weighted,0.000614233339573167,2,10000
bmi,0.169497199691069,0.124800307227959,0.214194092154179,Imputed,Unadjusted,MAR,Weighted,0.000520066018955224,2,10000
bmi,0.171950508787993,0.127281044644263,0.216619972931724,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.000519427936110863,2,10000
bmi,0.0187840638668932,-0.00229390642125187,0.0398620341550383,Complete case,Adjusted,MAR,Unweighted,,2,10000
bmi,0.0229217579460508,0.00122945334088067,0.044614062551221,Imputed,Adjusted,MAR,Unweighted,,2,10000
bmi,0.0293419432088594,0.0063753380525722,0.0523085483651466,Imputed w/ PRS,Adjusted,MAR,Unweighted,,2,10000
bmi,0.124081606312428,0.0741141693917085,0.174049043233147,Complete case,Adjusted,MAR,Weighted,0.00064968942675836,2,10000
bmi,0.166832658559014,0.122961259969934,0.210704057148095,Imputed,Adjusted,MAR,Weighted,0.000501033514609997,2,10000
bmi,0.170087918997402,0.12599470363566,0.214181134359144,Imputed w/ PRS,Adjusted,MAR,Weighted,0.000506112841939993,2,10000
bmi,-0.0723035749273115,-0.094357318786584,-0.0502498310680391,Complete case,Unadjusted,MNAR,Unweighted,,2,10000
bmi,-0.184771928306178,-0.206146168587045,-0.16339768802531,Imputed,Unadjusted,MNAR,Unweighted,,2,10000
bmi,-0.159617563875201,-0.186485791100476,-0.132749336649926,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,,2,10000
bmi,0.0410768049178584,-0.011769550209055,0.0939231600447718,Complete case,Unadjusted,MNAR,Weighted,0.000726688131430371,2,10000
bmi,0.00554517476793108,-0.0463238310286639,0.057414180564526,Imputed,Unadjusted,MNAR,Weighted,0.000700357309008213,2,10000
bmi,0.0268338402322393,-0.0251332046437968,0.0788008851082754,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.000703007341533854,2,10000
