variable,est,lo,hi,method,adj,miss_data,weight,var,seed,size
bmi,0.19987450072092,0.193816298268406,0.205932703173434,Full,Unadjusted,,,,100,1000
bmi,0.189459099262614,0.183648598876213,0.195269599649016,Full,Adjusted,,,,100,1000
bmi,0.0300850002138135,-0.0415700255291472,0.101740025956774,Complete case,Unadjusted,MCAR,Unweighted,,100,1000
bmi,0.0281169481028107,-0.0468838500163072,0.103117746221929,Imputed,Unadjusted,MCAR,Unweighted,,100,1000
bmi,0.0187873024292528,-0.0451368506658369,0.0827114555243424,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,100,1000
bmi,0.193036823346913,0.0652928339318542,0.320780812761972,Complete case,Unadjusted,MCAR,Weighted,0.00423417401046592,100,1000
bmi,0.148121437389527,0.0175499730157462,0.278692901763307,Imputed,Unadjusted,MCAR,Weighted,0.00443813355927965,100,1000
bmi,0.135383684371142,0.0111414546649562,0.259625914077327,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.00401829939168147,100,1000
bmi,0.0570209820511207,-0.0136598758224011,0.127701839924643,Complete case,Adjusted,MCAR,Unweighted,,100,1000
bmi,0.0565358296268737,-0.0174543543067809,0.130526013560528,Imputed,Adjusted,MCAR,Unweighted,,100,1000
bmi,0.0449524132711102,-0.0174766529358939,0.107381479478114,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,100,1000
bmi,0.197524980171282,0.0806939947014527,0.314355965641111,Complete case,Adjusted,MCAR,Weighted,0.00354157270080693,100,1000
bmi,0.170127037542213,0.0528596460975669,0.287394428986859,Imputed,Adjusted,MCAR,Weighted,0.00357979656638542,100,1000
bmi,0.152261754799999,0.0409679333482809,0.263555576251716,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.00322437783963767,100,1000
bmi,0.0371994112742835,-0.0313758106452315,0.105774633193799,Complete case,Unadjusted,MAR,Unweighted,,100,1000
bmi,0.0260391659093298,-0.106449101498698,0.158527433317358,Imputed,Unadjusted,MAR,Unweighted,,100,1000
bmi,0.00818989246628154,-0.0867927131801418,0.103172498112705,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,100,1000
bmi,0.18508533064255,0.0661512472665154,0.304019414018584,Complete case,Unadjusted,MAR,Weighted,0.00366692516958003,100,1000
bmi,0.23317543921346,0.108319940506646,0.358030937920274,Imputed,Unadjusted,MAR,Weighted,0.00405806655360957,100,1000
bmi,0.213410853819348,0.0856638645335036,0.341157843105192,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.00424820205898987,100,1000
bmi,0.0195516948859362,-0.0482047677249358,0.0873081574968074,Complete case,Adjusted,MAR,Unweighted,,100,1000
bmi,0.043277580241815,-0.0775365183590089,0.164091678842639,Imputed,Adjusted,MAR,Unweighted,,100,1000
bmi,0.036074079225564,-0.0435245719485649,0.115672730399693,Imputed w/ PRS,Adjusted,MAR,Unweighted,,100,1000
bmi,0.191965341385705,0.0741186956116601,0.30981198715975,Complete case,Adjusted,MAR,Weighted,0.00360007233167465,100,1000
bmi,0.215436101978363,0.103874389412158,0.326997814544568,Imputed,Adjusted,MAR,Weighted,0.00323991907544531,100,1000
bmi,0.207639966827912,0.0967886373189398,0.318491296336884,Imputed w/ PRS,Adjusted,MAR,Weighted,0.00319878926925119,100,1000
bmi,-0.0652996677753206,-0.137781749571797,0.00718241402115612,Complete case,Unadjusted,MNAR,Unweighted,,100,1000
bmi,-0.202567284595504,-0.279988318468084,-0.125146250722924,Imputed,Unadjusted,MNAR,Unweighted,,100,1000
bmi,-0.199884624744014,-0.303369960383054,-0.0963992891049748,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,,100,1000
bmi,0.0998553425377536,-0.027459434762753,0.22717011983826,Complete case,Unadjusted,MNAR,Weighted,0.0042003990052856,100,1000
bmi,0.00987855881063443,-0.123263804755066,0.143020922376335,Imputed,Unadjusted,MNAR,Weighted,0.00461462423607552,100,1000
bmi,0.000629403597229766,-0.136902578477658,0.138161385672118,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.00492392264926829,100,1000
bmi,-0.0960630518394046,-0.170802746178447,-0.0213233575003622,Complete case,Adjusted,MNAR,Unweighted,,100,1000
bmi,-0.145733792637584,-0.229168012234843,-0.0622995730403242,Imputed,Adjusted,MNAR,Unweighted,,100,1000
bmi,-0.142621200759442,-0.266931006779796,-0.0183113947390875,Imputed w/ PRS,Adjusted,MNAR,Unweighted,,100,1000
bmi,0.121234210838652,-0.00677264150456397,0.249241063181867,Complete case,Adjusted,MNAR,Weighted,0.00424604373779727,100,1000
bmi,0.0926908210368048,-0.030561412742478,0.215943054816088,Imputed,Adjusted,MNAR,Weighted,0.00395451671894743,100,1000
bmi,0.0881681203016589,-0.0397571387863078,0.216093379389626,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.00426006698928153,100,1000
