variable,est,lo,hi,method,adj,miss_data,weight,var,seed,size
bmi,0.20243170215378,0.196335561746611,0.208527842560949,Full,Unadjusted,,,,1,5000
bmi,0.194137574100642,0.188282405215905,0.199992742985379,Full,Adjusted,,,,1,5000
bmi,0.0293352259277876,-0.000913645241649697,0.0595840970972248,Complete case,Unadjusted,MCAR,Unweighted,,1,5000
bmi,0.0317427375839064,-0.00152787762046882,0.0650133527882817,Imputed,Unadjusted,MCAR,Unweighted,,1,5000
bmi,0.0251123571122954,-0.00690317006469661,0.0571278842892875,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,1,5000
bmi,0.220647798136812,0.134324589408875,0.30697100686475,Complete case,Unadjusted,MCAR,Weighted,0.00193856726410966,1,5000
bmi,0.176253065326733,0.0940874793924173,0.258418651261049,Imputed,Unadjusted,MCAR,Weighted,0.00175745304767046,1,5000
bmi,0.177206093415432,0.0943696830668658,0.260042503763998,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.00178626693652703,1,5000
bmi,0.0448370333521078,0.0147476883555841,0.0749263783486315,Complete case,Adjusted,MCAR,Unweighted,,1,5000
bmi,0.045729775602635,0.0123883154759024,0.0790712357293677,Imputed,Adjusted,MCAR,Unweighted,,1,5000
bmi,0.0382066908935616,0.006078802201974,0.0703345795851492,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,1,5000
bmi,0.217160533675171,0.142406329281701,0.291914738068641,Complete case,Adjusted,MCAR,Weighted,0.00145377326240558,1,5000
bmi,0.179861388635713,0.110139001851912,0.249583775419514,Imputed,Adjusted,MCAR,Weighted,0.00126545967189401,1,5000
bmi,0.179761081499203,0.107244662103816,0.252277500894589,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.00136891512505589,1,5000
bmi,0.0332999226774659,0.00350354358778585,0.0630963017671461,Complete case,Unadjusted,MAR,Unweighted,,1,5000
bmi,0.0212265421197616,-0.01645410169231,0.0589071859318332,Imputed,Unadjusted,MAR,Unweighted,,1,5000
bmi,0.00908187899380752,-0.0405407627528452,0.0587045207404602,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,1,5000
bmi,0.153773166123678,0.0730867103158892,0.234459621931466,Complete case,Unadjusted,MAR,Weighted,0.00169340876117622,1,5000
bmi,0.213179355148285,0.138719953443728,0.287638756852842,Imputed,Unadjusted,MAR,Weighted,0.00144325444082173,1,5000
bmi,0.203882065689489,0.126571115646429,0.281193015732548,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.00155591489471712,1,5000
bmi,0.0194134663990505,-0.0100273739989527,0.0488543067970537,Complete case,Adjusted,MAR,Unweighted,,1,5000
bmi,0.0342736842542713,-0.00282868553537809,0.0713760540439206,Imputed,Adjusted,MAR,Unweighted,,1,5000
bmi,0.0240944349655097,-0.0242213006921502,0.0724101706231697,Imputed w/ PRS,Adjusted,MAR,Unweighted,,1,5000
bmi,0.160698704199893,0.081948465272438,0.239448943127348,Complete case,Adjusted,MAR,Weighted,0.00161310944850625,1,5000
bmi,0.206053668101828,0.140148959088528,0.271958377115129,Imputed,Adjusted,MAR,Weighted,0.00113067219326407,1,5000
bmi,0.199953138019481,0.131833549816068,0.268072726222894,Imputed w/ PRS,Adjusted,MAR,Weighted,0.00120794690600487,1,5000
bmi,-0.0544928384395986,-0.0865461796623195,-0.0224394972168777,Complete case,Unadjusted,MNAR,Unweighted,,1,5000
bmi,-0.154443694040396,-0.201253988033968,-0.107633400046823,Imputed,Unadjusted,MNAR,Unweighted,,1,5000
bmi,-0.120241630785402,-0.154974910113984,-0.0855083514568195,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,,1,5000
bmi,0.0846648342407917,-0.0079151015268388,0.177244770008422,Complete case,Unadjusted,MNAR,Weighted,0.00222925558523525,1,5000
bmi,0.0617698719498777,-0.0309307123568339,0.154470456256589,Imputed,Unadjusted,MNAR,Weighted,0.00223701430417858,1,5000
bmi,0.0923843792783221,0.00148960203852483,0.183279156518119,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.00215070912252536,1,5000
bmi,-0.0903405111145538,-0.12268257859434,-0.0579984436347681,Complete case,Adjusted,MNAR,Unweighted,,1,5000
bmi,-0.135184012434876,-0.187623709990807,-0.0827443148789457,Imputed,Adjusted,MNAR,Unweighted,,1,5000
bmi,-0.0993119815120474,-0.135624429833778,-0.0629995331903169,Imputed w/ PRS,Adjusted,MNAR,Unweighted,,1,5000
bmi,0.0949491939971304,0.00273280703270128,0.18716558096156,Complete case,Adjusted,MNAR,Weighted,0.00221177922626254,1,5000
bmi,0.0996524568599227,0.016828007161348,0.182476906558497,Imputed,Adjusted,MNAR,Weighted,0.00178575113988394,1,5000
bmi,0.120114616513698,0.0400611171124001,0.200168115914996,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.00166826277867939,1,5000
bmi,0.199532120907475,0.193466547656916,0.205597694158035,Full,Unadjusted,,,,2,5000
bmi,0.191317170133823,0.185494935396043,0.197139404871602,Full,Adjusted,,,,2,5000
bmi,0.0466644371246048,0.0155069467296149,0.0778219275195946,Complete case,Unadjusted,MCAR,Unweighted,,2,5000
bmi,0.0460495434587253,0.0156609047638315,0.0764381821536191,Imputed,Unadjusted,MCAR,Unweighted,,2,5000
bmi,0.0462952819160813,0.0165829113113206,0.076007652520842,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,2,5000
bmi,0.211052862717481,0.124195905190497,0.297909820244465,Complete case,Unadjusted,MCAR,Weighted,0.00196260925135939,2,5000
bmi,0.168622559005993,0.0911494543828945,0.246095663629092,Imputed,Unadjusted,MCAR,Weighted,0.0015624485957283,2,5000
bmi,0.178904974210948,0.103097674242364,0.254712274179532,Imputed w/ PRS,Unadjusted,MCAR,Weighted,0.00149598030247491,2,5000
bmi,0.0704476521911332,0.0396874649102213,0.101207839472045,Complete case,Adjusted,MCAR,Unweighted,,2,5000
bmi,0.0691311736225895,0.0394333669554573,0.0988289802897216,Imputed,Adjusted,MCAR,Unweighted,,2,5000
bmi,0.0688657828769365,0.0403628024089626,0.0973687633449103,Imputed w/ PRS,Adjusted,MCAR,Unweighted,,2,5000
bmi,0.206006228305461,0.11940951355553,0.292602943055393,Complete case,Adjusted,MCAR,Weighted,0.00195086470835988,2,5000
bmi,0.173256804975469,0.0976569549092426,0.248856655041695,Imputed,Adjusted,MCAR,Weighted,0.00148780387785159,2,5000
bmi,0.183254736917615,0.108780468893916,0.257729004941314,Imputed w/ PRS,Adjusted,MCAR,Weighted,0.00144383080921938,2,5000
bmi,0.0494502431566383,0.0186183321211234,0.0802821541921533,Complete case,Unadjusted,MAR,Unweighted,,2,5000
bmi,0.0153066616556085,-0.0171171608384646,0.0477304841496815,Imputed,Unadjusted,MAR,Unweighted,,2,5000
bmi,0.0235440053271009,-0.0342749028608698,0.0813629135150717,Imputed w/ PRS,Unadjusted,MAR,Unweighted,,2,5000
bmi,0.157917867146722,0.0793721050403629,0.236463629253082,Complete case,Unadjusted,MAR,Weighted,0.00160473332588892,2,5000
bmi,0.209406569222302,0.137224270719476,0.281588867725127,Imputed,Unadjusted,MAR,Weighted,0.0013563295769521,2,5000
bmi,0.210571793579974,0.134147896966573,0.286995690193376,Imputed w/ PRS,Unadjusted,MAR,Weighted,0.00152041509389927,2,5000
bmi,0.0302723697242914,-0.000395372940136042,0.0609401123887188,Complete case,Adjusted,MAR,Unweighted,,2,5000
bmi,0.0416671014386507,0.00748283013508761,0.0758513727422138,Imputed,Adjusted,MAR,Unweighted,,2,5000
bmi,0.0516364817484813,-0.00455366396253328,0.107826627459496,Imputed w/ PRS,Adjusted,MAR,Unweighted,,2,5000
bmi,0.157471306529146,0.0766591745201447,0.238283438538147,Complete case,Adjusted,MAR,Weighted,0.001698673954703,2,5000
bmi,0.199091751427011,0.12580832440779,0.272375178446232,Imputed,Adjusted,MAR,Weighted,0.00139802635570387,2,5000
bmi,0.202955719329645,0.12640477894884,0.27950665971045,Imputed w/ PRS,Adjusted,MAR,Weighted,0.00152547423953035,2,5000
bmi,-0.0592740951132758,-0.0905939768038629,-0.0279542134226887,Complete case,Unadjusted,MNAR,Unweighted,,2,5000
bmi,-0.175922994172604,-0.217787568344823,-0.134058420000385,Imputed,Unadjusted,MNAR,Unweighted,,2,5000
bmi,-0.149664904397096,-0.210503250536361,-0.0888265582578299,Imputed w/ PRS,Unadjusted,MNAR,Unweighted,,2,5000
bmi,0.0633864244465948,-0.0213235594965683,0.148096408389758,Complete case,Unadjusted,MNAR,Weighted,0.00186638254016322,2,5000
bmi,0.0289045945881406,-0.0566322931187894,0.114441482295071,Imputed,Unadjusted,MNAR,Weighted,0.00190463037614078,2,5000
bmi,0.0496221594078164,-0.0365486980463524,0.135793016861985,Imputed w/ PRS,Unadjusted,MNAR,Weighted,0.00193296792207835,2,5000
bmi,-0.0966588215539445,-0.128515839079181,-0.0648018040287079,Complete case,Adjusted,MNAR,Unweighted,,2,5000
bmi,-0.138359238141431,-0.186765087830215,-0.0899533884526475,Imputed,Adjusted,MNAR,Unweighted,,2,5000
bmi,-0.111351185095356,-0.179236439332107,-0.0434659308586049,Imputed w/ PRS,Adjusted,MNAR,Unweighted,,2,5000
bmi,0.0666375595422233,-0.0207434461302559,0.154018565214703,Complete case,Adjusted,MNAR,Weighted,0.00198593492450425,2,5000
bmi,0.0684958675568797,-0.0148621037636009,0.15185383887736,Imputed,Adjusted,MNAR,Weighted,0.00180883141197138,2,5000
bmi,0.0823503828955751,-0.000525986072259149,0.165226751863409,Imputed w/ PRS,Adjusted,MNAR,Weighted,0.00178799067070346,2,5000
bmi,0.199541188859013,0.193478750874138,0.205603626843888,Full,Unadjusted,,,,3,5000
bmi,0.190886963959328,0.185064385027992,0.196709542890663,Full,Adjusted,,,,3,5000
bmi,0.0340107950622815,0.00307939245669587,0.0649421976678672,Complete case,Unadjusted,MCAR,Unweighted,,3,5000
bmi,0.0297102979214032,-0.00288160176883839,0.0623021976116447,Imputed,Unadjusted,MCAR,Unweighted,,3,5000
bmi,0.0334516628440735,-0.00107167402141763,0.0679749997095647,Imputed w/ PRS,Unadjusted,MCAR,Unweighted,,3,5000
